asistencia,tareas,promedio,abandono
50.50474984217903,4.025754264739578,1.4131085983242198,1
73.9372713651202,7.181062470168629,5.296828568680317,0
99.86645275615548,7.576777565417938,5.7231042144262,0
45.533812516913244,4.982729065106721,4.453585826980755,1
66.54279026603191,8.324000570122987,4.0995825519133655,0
78.75591073252049,8.418175828934052,5.382980809311544,0
75.28093385073129,6.757045919555979,4.439756482766278,1
48.59532641611821,6.387246535970873,4.355426919439819,1
61.11262088289739,2.697825422867383,2.5112625261332804,1
75.84781447874782,7.873197364819326,3.9737251778512483,1
76.65247855457187,8.240732837212372,5.970939968432025,0
73.42053319133942,4.323091893831323,4.703076010556127,1
92.24425822777461,8.520239891758267,5.320850298032724,0
81.23236767161431,8.26622711921582,4.932222374462513,0
88.20109438736397,7.7799615632177614,5.379881753318485,0
85.11171269842707,9.415035673882498,6.0100340379323445,0
81.89665169659905,9.269031982159902,5.1990105720229645,0
83.98590857600756,9.501920934102463,5.547870097112427,0
52.785956219456594,5.220019871026827,3.8606478365480776,1
59.096870376283654,7.446530082213047,4.576253630029279,1
89.97136799773135,8.512310596706401,6.209840264992171,0
63.38069275168076,1.4333148760119925,3.736140530330993,1
63.12101165947733,0.08773773156624953,2.183092819038465,1
48.462991898606894,8.575214541842133,2.5155253414059002,1
99.0192974911015,8.322630586473082,5.647675408623934,0
82.12226564243704,8.333809693302642,5.056142770619245,0
59.1234150656356,4.601413513616903,5.484826075891908,1
96.13076527197131,7.6155454682916455,5.370231225188047,0
41.87115612196881,2.6522176122035863,4.358347252687641,1
91.64655583115194,9.809086466670426,5.655502457025886,0
90.63548318667303,8.523219648579484,5.544458321230748,0
85.80426073643683,7.075437674245569,6.3480628552204195,0
62.179591779993686,7.338180893760043,6.550803946770274,0
90.29169907307161,9.670834008333811,5.789883088867998,0
75.08331057392097,8.758697795963755,5.383292343067814,0
75.59742497295849,8.492344985822085,6.26639893066474,0
91.19914891256154,7.083417380787121,5.194582653645277,0
50.18638592966117,5.916246567636158,3.9483706296483407,1
75.59025972186515,8.276371497948622,5.385655230101823,0
67.85347572815604,8.529000128334832,5.192019823132766,0
82.00092739854814,6.921026939144694,6.743920256007812,0
61.04314855582873,1.0887045706765268,4.11484668305135,1
80.29308049229711,7.95136114079189,5.703701467329189,0
65.5993427920863,5.651508302685762,4.032224030531988,1
91.6888218317166,7.387606612459383,5.187652234444305,0
57.40460789963081,4.815616414032238,2.956545858069056,1
55.29245919586392,3.8243323965175895,2.6280100944669025,1
49.381468978359294,2.5238455600482483,4.009612362596219,1
85.39161616204225,8.0914211720378,5.612365926670699,0
54.502434842736,4.245551335036322,3.2180664193196873,1
48.28591788991904,5.109399724528029,3.7499466348400197,1
87.48183649956079,9.272043506971535,6.319677377231683,0
68.12560470090942,8.767908099453726,4.917120071815627,0
91.38988106592326,8.11903711799943,5.291486433242617,0
64.67953073834212,4.036845643777216,3.9858329743679515,1
87.43828821659896,8.963709016654317,5.710293805109933,0
85.50995621637013,7.280290552301132,4.531000812088804,0
88.44094463318024,9.287189782219343,6.231862587851711,0
51.40219139322928,5.5569982140021885,5.594154034685133,1
66.22532510031097,5.5139183237768465,4.082177226344557,1
81.78433436225943,8.293285529467134,5.542357944143338,0
77.11439329692229,7.273956541822493,5.214374074501275,0
80.94347687165484,9.24096944088046,4.286891568542057,0
90.40814650248473,8.808775076192688,5.964962472529986,0
73.2388392981742,8.16936737192335,5.4799532740505175,0
87.64586088240279,7.429396320389453,5.18077989405853,0
46.369853628034086,5.555745800974135,5.379179859076667,1
69.87214045921014,8.11561773052893,5.76814163603344,0
86.79681777009289,6.612368524341199,4.351597892691,0
87.70423204698734,9.94528768723087,5.6281899538879605,0
70.11686016275728,6.625300150245964,6.154919989324924,0
80.35125542520046,9.157285048982553,6.545665623855697,0
59.17726956839568,3.301042340298922,3.9444094340896627,1
53.340859299086276,2.4046553170684337,3.2735735120046865,1
84.71809860052825,5.475773115641009,4.985110000628572,0
69.95456008264195,7.17443094161352,5.533901559275667,0
86.84823689505653,7.271995964709703,4.187513235268967,0
86.95795778929674,9.071604511217988,4.624645550147868,0
82.91988074236306,6.843676509097587,5.970337438912691,0
80.29451199515881,8.10361389862979,5.640914209095168,0
77.58063913127647,8.633019992213237,6.704063455421368,0
86.73764979061238,7.431056574726117,5.923963989974984,0
62.38804223244776,1.29776481211641,4.536150896330733,1
82.03509994177205,6.785171071189045,5.11609039591702,0
34.80961526202576,2.2019761453733153,3.366163726284688,1
88.94430215905781,9.806177028615672,4.229034041386316,0
83.18031628727077,10.896703600139066,5.780296631025516,0
60.30826511050624,0.8050114527164176,5.3180183198636195,1
91.65319165818025,8.091463177297308,4.769135350966453,0
79.46540251724765,8.842068101325687,4.601357964155811,0
47.5278432381255,3.3602069017151215,3.7640006086808615,1
86.3927610975486,6.9284320421633545,5.3440171751170595,0
54.127996737993584,-1.517603561064922,4.364659079499739,1
81.59177209512642,6.382180993430438,5.712261826760496,0
94.53164713105663,7.81816837608774,5.019585921123764,0
79.90908253459136,6.8232080480674835,5.492407239963071,0
83.5315361270663,7.853451395324694,7.037109319669906,0
84.5043076369507,8.8654675987573,5.857488098793591,0
107.60006845740949,7.793451709347622,5.151126727055829,0
82.43209932917536,7.893828515419003,6.608276646684371,0
69.71227895206508,5.523845187253422,3.723534589916338,1
38.59758765357603,5.242660029763161,2.6971406915247336,1
44.175627850142064,4.893239544386643,4.940935884501144,1
93.26557114317535,8.787252891965451,5.854891597621432,0
73.04312252444083,7.9786823001583445,6.051585221029523,0
20.21680711777573,6.774651937343109,3.094525094591557,1
84.4414668492742,8.548883217073021,5.447897099516081,0
78.62452402206378,7.790014048554072,5.242762233296454,0
63.65180536678089,4.360330050369739,4.050291841744794,1
74.73521858846696,7.533675155257972,5.766853034481966,0
84.34704328393097,8.507052818085917,5.645875735245422,0
89.8205967535763,7.676761997395005,5.603420813485711,0
85.43376208506646,8.792080455969423,5.086406427394852,0
