Gasto_Alimentos,Gasto_Bebidas,Gasto_Limpieza,Frecuencia_Compra,Ticket_Promedio,Antiguedad
483.3007149478179,264.1206419230569,208.73977053787456,7.716489008539997,87.1905689020487,51.73658092478255
530.6689012740225,267.64018890147935,192.13125988976924,10.105670305479503,78.70961565960033,42.95311648843176
442.4630865569476,263.04409891849093,194.7741840823644,9.711187192636928,83.86836447435935,51.41267916118801
584.2584510721456,246.04268939601042,176.2739955475668,15.427635786913324,77.26433763716925,58.77980768028874
513.7287737298149,232.08649822574273,211.77376963607688,11.427804413272021,82.43228816421102,43.048197856771395
565.5139991159401,248.83760780965093,152.44589587241452,10.442993609893882,88.3320022962283,47.64569788544391
522.1758052233023,241.83050207719285,173.03858481238194,12.836017889266694,85.74537118895506,34.0265270769376
555.2915668951497,224.73378426699034,176.13957386348184,10.065537832755478,67.93330926275074,69.34891215443604
401.15441420821816,251.45232852391976,173.88579978532226,9.709798302615292,56.76570622147098,48.6753873418131
528.4349794208218,266.55762564296793,156.10460076827002,10.984020201436186,105.51144253197154,34.512283099900245
480.862821469087,273.58981234479694,179.8954061576512,13.9752878456449,82.20765279764137,47.50710902854286
458.46943135062617,244.0278170862004,185.61738584268494,13.696040121619205,69.04604244705442,44.698221550259326
450.871693401494,268.4878716511747,183.48924400697203,10.710126247115399,83.31816399954754,60.63857698022961
560.2218657204571,259.2216511535736,127.418978374289,12.356179679219126,79.62171863088274,54.64956611954753
479.1221734813257,225.1792378356739,183.5078187900265,9.834502286202525,82.43671682680863,53.34868059413683
551.8785397202626,269.8125253459649,208.36329608422733,11.364877745862405,78.30739795697562,29.513842004855036
477.6200185500134,253.94236499904525,205.6705657191733,12.507885440918004,98.81329745868908,40.71631357427124
435.64318828491093,260.59099642486376,173.40453794950673,11.777247746491447,101.98445199246173,43.394828014366475
511.44151275597216,272.0178507622665,166.76373754152593,9.63013670346275,82.3976059553911,42.31265914272898
569.7641149390107,263.5376649301589,197.2253130794431,14.21723226132628,81.82979614329092,45.260601471244385
503.7043296502697,253.45051138217954,169.1459323955487,12.464627151475678,71.4290687020198,58.05152188724248
475.9386748691967,265.92045129661665,178.11375006839958,11.344269180843774,80.98260189201224,50.15038628556264
459.2644081492963,259.9608116830602,187.0965751505298,11.140435826142136,83.63525887998605,52.83457323261665
454.646299497711,233.51689340105605,159.08884233538149,10.69922203812643,74.4995562754607,46.23492500951892
477.0283010317955,234.24102670167775,180.47217946893554,10.236858783998855,80.73351019215154,47.753235932752645
526.9719770087776,218.19467854445892,184.06147464037304,11.935646828001598,81.4491590109858,57.427239940333855
496.7272466875674,234.90434300205618,140.9220325628371,10.997624943657398,87.70217061706634,42.94901665306871
467.02090105852926,245.03843878872522,178.71442405507852,13.19154266141224,85.49391054498938,59.56528276830145
